family,feature,validation_block,rows,mean,median,std,q25,q75,development_mean,development_median,development_std,development_q33,development_q67,mean_z_vs_development,median_z_vs_development
rates_credit,hyg_tlt_risk_on_5d,2,110,0.0019805139409012303,0.001021689845380598,0.021340698110737556,-0.011200468595095329,0.012673252732090664,-0.007130640321349682,-0.004522577974898443,0.03161563265833248,-0.01394612569936481,0.004394375439174515,0.2881851000963479,0.17536475958572403
rates_credit,hyg_tlt_risk_on_5d,3,110,0.0037517139506254528,0.004191294999477283,0.0201675927159576,-0.010719313171852098,0.015671439876256427,-0.007130640321349682,-0.004522577974898443,0.03161563265833248,-0.01394612569936481,0.004394375439174515,0.34420801853247196,0.27561912388551035
liquidity,relative_volume_20,1,110,1.1452014070354055,1.08343949365047,0.3796347777431363,0.8258254108087437,1.3661031943133057,1.061354668127349,0.9791520234967757,0.400391455806714,0.8542342081588382,1.1338321854856181,0.2094119085011969,0.26046377524109415
liquidity,relative_volume_20,2,110,1.0279953337988395,0.9462753542456557,0.3594303332493256,0.7573331049780654,1.1703058704672749,1.061354668127349,0.9791520234967757,0.400391455806714,0.8542342081588382,1.1338321854856181,-0.08331679870964437,-0.08211131574943235
liquidity,relative_volume_20,3,110,1.0160454440139493,0.9820216756898672,0.2390441260802475,0.8360368300323867,1.1790149794441795,1.061354668127349,0.9791520234967757,0.400391455806714,0.8542342081588382,1.1338321854856181,-0.11316231517006285,0.007167116459340347
liquidity,log_volume_change,1,110,0.0364974585930619,-0.0032252908101534994,0.35391539820805323,-0.20967752793347372,0.29376282748804805,-0.0023508852954733637,-0.017706134307093203,0.3341775685211346,-0.13808169459955957,0.12582652495138527,0.11625060311634398,0.0433327813145061
liquidity,log_volume_change,2,110,-0.01679883999897446,-0.04179763600424783,0.2323170701064118,-0.16748351898804043,0.1296337033932959,-0.0023508852954733637,-0.017706134307093203,0.3341775685211346,-0.13808169459955957,0.12582652495138527,-0.04323436419577443,-0.07209191749095809
liquidity,log_volume_change,3,110,-0.02004566716546137,-0.019207119281760585,0.270766655529948,-0.1829477462524649,0.1448830068817067,-0.0023508852954733637,-0.017706134307093203,0.3341775685211346,-0.13808169459955957,0.12582652495138527,-0.05295023824697235,-0.004491579076686155
cross_asset,iwm_relative_return_5,1,110,4.893450232703143e-05,0.00010643444878785224,0.021009464793798283,-0.01247690585073242,0.014330526194146936,-0.002068023258050958,-0.0013384744894118638,0.01503003355065092,-0.007335515288489081,0.00402296951670662,0.1408485053106424,0.09613477796509243
cross_asset,iwm_relative_return_5,2,110,-0.004017913069235562,-0.0035828820187878718,0.016411710387055294,-0.01561423626204158,0.008494149746643587,-0.002068023258050958,-0.0013384744894118638,0.01503003355065092,-0.007335515288489081,0.00402296951670662,-0.12973289810787936,-0.14932817826469902
cross_asset,iwm_relative_return_5,3,110,-0.0026966652406128816,-0.0017600699076634682,0.015402940073302807,-0.01289598024809568,0.008406213457807623,-0.002068023258050958,-0.0013384744894118638,0.01503003355065092,-0.007335515288489081,0.00402296951670662,-0.04182572051109614,-0.028050198080452456
cross_asset,qqq_relative_return_5,1,110,-0.002597201493958258,0.0004600167587847136,0.01490707097681225,-0.010238461916473651,0.005564896956809778,0.0003836401985377411,0.0007993184139164845,0.012096499544399111,-0.0032260922560134603,0.0048047287050006155,-0.24642184142239565,-0.028049573670994216
cross_asset,qqq_relative_return_5,2,110,-0.0031127071292534904,-0.004910629093961151,0.012460013063090813,-0.011187897350004528,0.004029736357443354,0.0003836401985377411,0.0007993184139164845,0.012096499544399111,-0.0032260922560134603,0.0048047287050006155,-0.2890379415101207,-0.47203304451174394
cross_asset,qqq_relative_return_5,3,110,0.0027183844658405887,0.0022374015022921627,0.014701302871098831,-0.007399492049564929,0.011589926745070771,0.0003836401985377411,0.0007993184139164845,0.012096499544399111,-0.0032260922560134603,0.0048047287050006155,0.19300990825762274,0.11888423449257564
