volatility_window,threshold_multiplier,training_rows,training_start,training_end,down_share,flat_share,up_share,minimum_class_share,up_down_share_gap,median_threshold_pct,threshold_p25_pct,threshold_p75_pct,median_flat_abs_return_pct,flat_share_block_min,flat_share_block_max,flat_share_block_std,flat_share_block_range
40,0.2,3402,2007-03-29,2020-10-05,0.35038212815990594,0.20811287477954143,0.44150499706055263,0.20811287477954143,0.09112286890064669,0.17080381240993564,0.12850725010153036,0.2501627236845113,0.07297214038492512,0.18970588235294117,0.22205882352941175,0.011313407849674849,0.032352941176470584
40,0.25,3402,2007-03-29,2020-10-05,0.3298059964726631,0.25279247501469726,0.4174015285126396,0.25279247501469726,0.0875955320399765,0.21350476551241954,0.16063406262691293,0.3127034046056391,0.0920558625594184,0.23970588235294119,0.275,0.011857721768650492,0.03529411764705884
40,0.3,3402,2007-03-29,2020-10-05,0.30893592004703113,0.2977660199882422,0.3932980599647266,0.2977660199882422,0.08436213991769548,0.25620571861490343,0.1927608751522955,0.3752440855267669,0.11358251214389856,0.28088235294117647,0.3264705882352941,0.016219437305978572,0.04558823529411765
40,0.35,3402,2007-03-29,2020-10-05,0.2951205173427396,0.3342151675485009,0.3706643151087596,0.2951205173427396,0.07554379776602,0.29890667171738733,0.22488768767767808,0.4377847664478947,0.12684285469737472,0.3088235294117647,0.3720588235294118,0.02208509409740973,0.06323529411764706
40,0.4,3402,2007-03-29,2020-10-05,0.2760141093474427,0.37566137566137564,0.34832451499118167,0.2760141093474427,0.07231040564373897,0.3416076248198713,0.2570145002030607,0.5003254473690226,0.1491576747551498,0.3426470588235294,0.41323529411764703,0.02280068589181362,0.07058823529411762
40,0.45,3402,2007-03-29,2020-10-05,0.25808348030570255,0.4141681363903586,0.32774838330393885,0.25808348030570255,0.0696649029982363,0.3843085779223552,0.2891413127284433,0.5628661282901505,0.1672419299264369,0.37941176470588234,0.45441176470588235,0.02520364186321413,0.07500000000000001
40,0.5,3402,2007-03-29,2020-10-05,0.23897707231040563,0.4532627865961199,0.30776014109347444,0.23897707231040563,0.06878306878306881,0.4270095310248391,0.32126812525382586,0.6254068092112782,0.18673004078134026,0.425,0.5014705882352941,0.026498909216712187,0.07647058823529412
40,0.55,3402,2007-03-29,2020-10-05,0.22868900646678425,0.4835390946502058,0.28777189888300997,0.22868900646678425,0.05908289241622572,0.469710484127323,0.3533949377792085,0.6879474901324061,0.19895377667991324,0.45441176470588235,0.525,0.024926500006300527,0.07058823529411767
40,0.6,3402,2007-03-29,2020-10-05,0.21840094062316284,0.5123456790123457,0.2692533803644915,0.21840094062316284,0.05085243974132864,0.5124114372298069,0.385521750304591,0.7504881710535338,0.21303120503250922,0.4808823529411765,0.5514705882352942,0.0256323061066065,0.07058823529411767
40,0.65,3402,2007-03-29,2020-10-05,0.20811287477954143,0.5429159318048207,0.24897119341563786,0.20811287477954143,0.04085831863609643,0.5551123903322908,0.4176485628299736,0.8130288519746617,0.22979977589290954,0.5183553597650514,0.5720588235294117,0.019175621569743746,0.053703463764360304
40,0.7,3402,2007-03-29,2020-10-05,0.19547325102880658,0.5702527924750147,0.23427395649617871,0.19547325102880658,0.03880070546737213,0.5978133434347747,0.44977537535535617,0.8755695328957894,0.24311099604180758,0.5433186490455213,0.5926470588235294,0.017624565480209766,0.04932840977800812
40,0.75,3402,2007-03-29,2020-10-05,0.18077601410934743,0.6005291005291006,0.21869488536155202,0.18077601410934743,0.03791887125220458,0.6405142965372587,0.48190218788073885,0.9381102138169173,0.2589019501509089,0.5770925110132159,0.6161764705882353,0.012879379912833982,0.03908395957501942
40,0.8,3402,2007-03-29,2020-10-05,0.1731334509112287,0.6228689006466784,0.2039976484420929,0.1731334509112287,0.030864197530864196,0.6832152496397426,0.5140290004061214,1.0006508947380452,0.27160671007023685,0.6093979441997063,0.6308823529411764,0.0081270725063742,0.021484408741470173
40,0.85,3402,2007-03-29,2020-10-05,0.16078777189888302,0.6469723691945914,0.19223985890652556,0.16078777189888302,0.03145208700764254,0.7259162027422263,0.546155812931504,1.063191575659173,0.2857611322101041,0.6328928046989721,0.6573529411764706,0.008839904294200335,0.02446013647749845
40,0.9,3402,2007-03-29,2020-10-05,0.1504997060552616,0.6699000587889476,0.1796002351557907,0.1504997060552616,0.0291005291005291,0.7686171558447104,0.5782826254568866,1.125732256580301,0.29591687796165683,0.6622613803230544,0.6735294117647059,0.003950412176291086,0.01126803144165156
40,0.95,3402,2007-03-29,2020-10-05,0.14432686654908877,0.6898883009994121,0.1657848324514991,0.14432686654908877,0.021457965902410336,0.8113181089471941,0.6104094379822691,1.1882729375014285,0.30287604712871474,0.6798825256975036,0.6955882352941176,0.005353169978026616,0.015705709596613993
40,1.0,3402,2007-03-29,2020-10-05,0.13433274544385657,0.7092886537330981,0.15637860082304528,0.13433274544385657,0.02204585537918871,0.8540190620496781,0.6425362505076517,1.2508136184225565,0.3149076906539473,0.7019089574155654,0.7151248164464024,0.0046488709594010415,0.013215859030836996
60,0.1,3388,2007-04-27,2020-10-13,0.39787485242030696,0.1180637544273908,0.48406139315230223,0.1180637544273908,0.08618654073199528,0.08714503102540717,0.06899901951013757,0.12415463912032597,0.043690431151787584,0.10619469026548672,0.13274336283185842,0.010543667609494286,0.026548672566371695
60,0.15,3388,2007-04-27,2020-10-13,0.37514757969303425,0.16735537190082644,0.4574970484061393,0.16735537190082644,0.08234946871310506,0.13071754653811077,0.10349852926520633,0.18623195868048892,0.05950584255413305,0.15486725663716813,0.18759231905465287,0.012040940894663612,0.03272506241748474
60,0.2,3388,2007-04-27,2020-10-13,0.3479929161747344,0.21517119244391972,0.43683589138134593,0.21517119244391972,0.08884297520661155,0.17429006205081435,0.13799803902027513,0.24830927824065194,0.07603288565081602,0.20501474926253688,0.23338257016248154,0.009928214036746099,0.028367820899944662
60,0.25,3388,2007-04-27,2020-10-13,0.3282172373081464,0.256198347107438,0.4155844155844156,0.256198347107438,0.08736717827626922,0.21786257756351793,0.17249754877534393,0.3103865978008149,0.09365798433066241,0.24041297935103245,0.276218611521418,0.011667373708302373,0.03580563217038557
60,0.3,3388,2007-04-27,2020-10-13,0.307556080283353,0.30342384887839435,0.38902007083825263,0.30342384887839435,0.08146399055489961,0.26143509307622154,0.20699705853041267,0.37246391736097784,0.11514388212002988,0.2743362831858407,0.34268833087149186,0.023250143262891772,0.06835204768565117
60,0.35,3388,2007-04-27,2020-10-13,0.2892561983471074,0.3485832349468713,0.36216056670602126,0.2892561983471074,0.07290436835891384,0.3050076085889251,0.24149656828548147,0.43454123692114077,0.13603065239562614,0.31563421828908556,0.3870014771048744,0.023941947387650372,0.07136725881578887
60,0.4,3388,2007-04-27,2020-10-13,0.27508854781582054,0.3840023612750885,0.3409090909090909,0.27508854781582054,0.06582054309327035,0.3485801241016287,0.27599607804055026,0.4966185564813039,0.15616553239042483,0.3495575221238938,0.41802067946824223,0.022806097908801604,0.06846315734434844
60,0.45,3388,2007-04-27,2020-10-13,0.256788665879575,0.42502951593860683,0.3181818181818182,0.256788665879575,0.06139315230224318,0.3921526396143323,0.3104955877956191,0.5586958760414669,0.17388750536543757,0.3967551622418879,0.4608567208271787,0.02313957759235887,0.06410155858529082
60,0.5,3388,2007-04-27,2020-10-13,0.23730814639905548,0.4642857142857143,0.29840613931523025,0.23730814639905548,0.061097992916174765,0.43572515512703586,0.34499509755068786,0.6207731956016298,0.19363565545029568,0.43952802359882004,0.5007385524372231,0.022863904904463182,0.061210528838403055
60,0.55,3388,2007-04-27,2020-10-13,0.22520661157024793,0.4961629279811098,0.27863046044864226,0.22520661157024793,0.053423848878394326,0.47929767063973944,0.3794946073057566,0.6828505151617928,0.20715677246409392,0.47050147492625366,0.5332348596750369,0.025772597276989183,0.06273338474878326
60,0.6,3388,2007-04-27,2020-10-13,0.21517119244391972,0.5212514757969303,0.26357733175914994,0.21517119244391972,0.04840613931523022,0.5228701861524431,0.41399411706082534,0.7449278347219557,0.22056666112018586,0.4941002949852507,0.552437223042836,0.02267666620282914,0.058336928057585336
60,0.65,3388,2007-04-27,2020-10-13,0.2024793388429752,0.5507674144037781,0.24675324675324675,0.2024793388429752,0.044273907910271554,0.5664427016651467,0.4484936268158942,0.8070051542821187,0.23501587834163531,0.5265486725663717,0.5731166912850812,0.0185269842921923,0.046568018718709525
60,0.7,3388,2007-04-27,2020-10-13,0.18801652892561985,0.5823494687131051,0.2296340023612751,0.18801652892561985,0.04161747343565525,0.6100152171778502,0.48299313657096293,0.8690824738422815,0.2513094892667004,0.5530973451327433,0.6115214180206795,0.02088103066723014,0.05842407288793616
60,0.75,3388,2007-04-27,2020-10-13,0.179456906729634,0.6062573789846517,0.21428571428571427,0.179456906729634,0.03482880755608028,0.6535877326905538,0.5174926463260318,0.9311597934024448,0.26371436746866433,0.5825958702064897,0.6277695716395865,0.015149183492562467,0.045173701433096736
60,0.8,3388,2007-04-27,2020-10-13,0.17001180637544275,0.6298701298701299,0.2001180637544274,0.17001180637544275,0.030106257378984647,0.6971602482032574,0.5519921560811005,0.9932371129626077,0.27852704640827036,0.6106194690265486,0.6395864106351551,0.010426319541674306,0.028966941608606467
60,0.85,3388,2007-04-27,2020-10-13,0.16056670602125148,0.654073199527745,0.18536009445100354,0.16056670602125148,0.024793388429752067,0.740732763715961,0.5864916658361693,1.0553144325227706,0.29026029224052163,0.6356932153392331,0.6632200886262924,0.011285152991789003,0.027526873287059384
60,0.9,3388,2007-04-27,2020-10-13,0.14994096812278632,0.6785714285714286,0.17148760330578514,0.14994096812278632,0.02154663518299882,0.7843052792286646,0.6209911755912382,1.1173917520829337,0.30078772716375957,0.6622418879056047,0.689807976366322,0.011707937259921109,0.027566088460717286
60,0.95,3388,2007-04-27,2020-10-13,0.14167650531286896,0.6977567886658795,0.16056670602125148,0.14167650531286896,0.018890200708382515,0.8278777947413681,0.6554906853463068,1.1794690716430967,0.31037123875921363,0.6784660766961652,0.7079646017699115,0.01083540422872222,0.029498525073746285
60,1.0,3388,2007-04-27,2020-10-13,0.13547815820543094,0.7187131050767415,0.14580873671782763,0.13547815820543094,0.010330578512396688,0.8714503102540717,0.6899901951013757,1.2415463912032596,0.32293785233084404,0.696165191740413,0.7300884955752213,0.011749785175341372,0.03392330383480824
