feature_date,target_date,future_log_return,direction,implied_realized_ratio_20,realized_volatility_20,vvix_level,ma_alignment_score,adx_14,rsp_relative_return_20,sector_volume_breadth,hyg_lqd_relative_return_5,crude_return_5d,outer_fold,actual_up,score,saved_decision_threshold,predicted_up,regime__implied_realized_ratio_20,regime__realized_volatility_20,regime__vvix_level,regime__ma_alignment_score,regime__adx_14,regime__rsp_relative_return_20,regime__sector_volume_breadth,regime__hyg_lqd_relative_return_5,regime__crude_return_5d
2018-11-01,2018-11-02,-0.005940593358602918,DOWN,0.8003483643649238,0.01522219009275127,99.56999969482422,-1.0,44.99238105256973,0.00408855491341005,0.6034006026719915,0.001367908839488966,-0.05557838693125641,3,0,0.17544735968112946,0.5677635669708252,0,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,MID,LOW
2018-11-05,2018-11-06,0.0063079476191934235,UP,0.8202495922366833,0.015329014092437556,101.83000183105469,-1.0,43.36055123252606,0.006475815262397808,0.5202532491407131,0.00981931646175604,-0.06056872446501052,3,1,0.6671591401100159,0.5677635669708252,1,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW
2018-11-06,2018-11-07,0.021182942264952046,UP,0.8114439192626609,0.015456546906283107,102.4800033569336,-1.0,42.14773097622683,0.010369885447204456,0.5321140547122503,0.006136031002638103,-0.06186256329456005,3,1,0.9708064198493958,0.5677635669708252,1,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,LOW
2018-11-08,2018-11-09,-0.009816258332266129,DOWN,0.7749478991138211,0.013591377640598605,95.4000015258789,-1.0,36.506445971494784,0.0024910957068282995,-0.13170778635796698,0.007039654780774117,-0.04857823104751641,3,0,0.42054036259651184,0.5677635669708252,0,LOW,HIGH,HIGH,LOW,HIGH,MID,MID,HIGH,LOW
2018-11-09,2018-11-12,-0.018861977910483718,DOWN,0.8104719548916788,0.013493091777223274,100.55000305175781,-1.0,34.72398612424788,0.008550555285668504,-0.4355014311312495,-0.0027730204100765246,-0.047848270719460864,3,0,0.2831641137599945,0.5677635669708252,0,LOW,HIGH,HIGH,LOW,HIGH,HIGH,MID,MID,LOW
2018-11-13,2018-11-14,-0.006860150527645864,DOWN,0.9605181458470748,0.013129803872662184,105.31999969482422,0.0,33.3366614281941,0.010015639305276654,-0.19530617333727918,-0.009151683216992024,-0.11071517086819045,3,0,0.6504408717155457,0.5677635669708252,1,LOW,HIGH,HIGH,MID,HIGH,HIGH,MID,LOW,LOW
2018-11-14,2018-11-15,0.01038254163095934,UP,1.01592391545133,0.013176421530015086,111.41999816894531,0.0,33.28070407435629,0.012718572858025634,-0.9840907596654479,-0.011578728223013968,-0.09199151822769774,3,1,0.6144461035728455,0.5677635669708252,1,LOW,HIGH,HIGH,MID,HIGH,HIGH,LOW,LOW,LOW
2018-11-16,2018-11-19,-0.017059178822574482,DOWN,0.8715089603233384,0.013111885289074613,101.93000030517578,0.0,33.22405909887068,0.012135718616324792,0.3118260914562947,-0.008985612715465854,-0.0639737961339067,3,0,0.8515106439590454,0.5677635669708252,1,LOW,HIGH,HIGH,MID,HIGH,HIGH,MID,LOW,LOW
2018-11-19,2018-11-20,-0.01867955357480556,DOWN,0.9305326796172508,0.013607055790152948,107.12999725341797,0.0,33.53174207828796,0.01822285164718365,-0.6372342495774728,-0.005033777325052341,-0.054345396841752935,3,0,0.7821556329727173,0.5677635669708252,1,LOW,HIGH,HIGH,MID,HIGH,HIGH,LOW,MID,LOW
2018-11-21,2018-11-23,-0.006701102367690993,DOWN,1.0552633265590008,0.012416586066505305,100.2699966430664,0.0,35.34270837080024,0.019444897451295653,0.24467905541994264,-0.003274541540031423,-0.029222839125096045,3,0,0.3285415768623352,0.5677635669708252,0,LOW,HIGH,HIGH,MID,HIGH,HIGH,MID,MID,LOW
2018-11-23,2018-11-26,0.016015415321976274,UP,1.1532778723416661,0.011754605181232627,99.29000091552734,-1.0,36.375951248822005,0.027955292613813253,-0.13235247278047918,-0.010910692372878684,-0.11314452116610527,3,1,0.6969141364097595,0.5677635669708252,1,LOW,HIGH,HIGH,LOW,HIGH,HIGH,MID,LOW,LOW
2018-11-27,2018-11-28,0.022764226209489338,UP,1.0310884359755619,0.011620219628804457,91.54000091552734,-1.0,36.040407276331564,0.01451756606900452,0.2142927375125535,0.0012294223382915267,-0.09608561801474441,3,1,0.19876821339130402,0.5677635669708252,0,LOW,HIGH,MID,LOW,HIGH,HIGH,MID,MID,LOW
2018-11-30,2018-12-03,0.01315450635189911,UP,0.955651727998324,0.011911274285100772,93.58999633789062,-1.0,29.790106609800866,0.0035829988276209826,0.760079218638942,0.012316628477370901,0.010064261444842465,3,1,0.8782878518104553,0.5677635669708252,1,LOW,HIGH,MID,LOW,HIGH,MID,HIGH,HIGH,MID
2018-12-03,2018-12-04,-0.032938972726007744,DOWN,0.8530488977807507,0.012140250018281184,85.87000274658203,-1.0,28.446648987315356,0.0001025704736887928,0.8234945511534828,0.009911641906674427,0.02524516687665507,3,0,0.7450622916221619,0.5677635669708252,1,LOW,HIGH,MID,LOW,HIGH,MID,HIGH,HIGH,HIGH
2018-12-06,2018-12-07,-0.023510162043045117,DOWN,0.9395699684645461,0.014206973498044043,93.8499984741211,-1.0,27.22651542705655,-0.0015077047672520869,-0.32059588264468264,-0.009384247326090311,0.023581378267136018,3,0,0.23694993555545807,0.5677635669708252,0,LOW,HIGH,MID,LOW,HIGH,MID,MID,LOW,HIGH
2018-12-13,2018-12-14,-0.018637364083155077,DOWN,0.9588785210707763,0.01356613664113705,93.0,0.0,25.877945073311714,-0.010009082782481655,-0.0037810691710676364,-0.002386328081706939,0.02094820746993389,3,0,0.12456323206424713,0.5677635669708252,0,LOW,HIGH,MID,MID,HIGH,LOW,MID,MID,HIGH
2018-12-14,2018-12-17,-0.019813379448779447,DOWN,0.968485889259252,0.014068990446248906,96.44999694824219,-1.0,26.152769087028936,-0.006159007672587327,-1.033794705782618,-0.003503198159893561,-0.027166680397528852,3,0,0.15399132668972015,0.5677635669708252,0,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,MID,LOW
2018-12-18,2018-12-19,-0.015088990911623237,DOWN,1.130781769477746,0.01425021675521141,103.63999938964844,-1.0,28.09259866971041,-0.0071559182371413455,-0.26204670930299634,-0.01579970290698381,-0.1106449644451734,3,0,0.7571420073509216,0.5677635669708252,1,LOW,HIGH,HIGH,LOW,HIGH,LOW,MID,LOW,LOW
