feature_date,target_date,future_log_return,direction,implied_realized_ratio_20,realized_volatility_20,vvix_level,ma_alignment_score,adx_14,rsp_relative_return_20,sector_volume_breadth,hyg_lqd_relative_return_5,crude_return_5d,outer_fold,actual_up,score,saved_decision_threshold,predicted_up,regime__implied_realized_ratio_20,regime__realized_volatility_20,regime__vvix_level,regime__ma_alignment_score,regime__adx_14,regime__rsp_relative_return_20,regime__sector_volume_breadth,regime__hyg_lqd_relative_return_5,regime__crude_return_5d
2012-12-31,2013-01-02,0.025307232530281845,UP,1.4350337808377474,0.007910289949955724,92.5,1.0,13.02853507760567,0.01538662789765254,1.7268711359459463,-0.0009308073018028645,0.03502126487544749,1,1,0.21092009544372559,0.3204227089881897,0,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,MID,HIGH
2013-01-09,2013-01-10,0.007918155104775441,UP,0.8944963910405104,0.009725564729567926,78.51000213623047,1.0,16.188346407348373,0.011007700046243383,0.2756146560439439,0.0032930117136763526,-0.00021484558486476433,1,1,0.09326787292957306,0.3204227089881897,0,LOW,LOW,MID,HIGH,LOW,HIGH,MID,HIGH,MID
2013-01-16,2013-01-17,0.0064395880109128344,UP,0.9128572135789431,0.009260818999892041,77.26000213623047,1.0,18.60539722560265,0.010913449516792805,-0.1140397471225781,0.001133491229580485,0.012170529341951456,1,1,0.20418933033943176,0.3204227089881897,0,LOW,LOW,LOW,HIGH,LOW,HIGH,MID,MID,MID
2013-01-24,2013-01-25,0.005606344041853558,UP,1.0350620606322298,0.0077231584886114655,76.16999816894531,1.0,24.58946797187546,0.011169666163227315,0.7578354494250699,0.007573397783668727,0.017982493412703186,1,1,0.9323020577430725,0.3204227089881897,1,LOW,LOW,LOW,HIGH,MID,HIGH,HIGH,HIGH,MID
2013-01-31,2013-02-01,0.010234744303814203,UP,2.5986331688771314,0.003461648376209346,76.72000122070312,1.0,31.611988217328385,0.014710623643373059,-0.645644314233857,-0.002587829696106511,0.015922596080877382,1,1,0.5907906293869019,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,HIGH,HIGH,LOW,MID,MID
2013-02-01,2013-02-04,-0.011304144668602559,DOWN,2.0845481995755346,0.003898319996174589,73.29000091552734,1.0,33.031280148940475,0.011878426804763906,1.0769386384282464,-0.0031606291832050448,0.019520366262426554,1,0,0.9907082319259644,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,HIGH,HIGH,HIGH,MID,MID
2013-02-04,2013-02-05,0.010047057361337028,UP,1.913329323369365,0.00482992201094922,77.79000091552734,1.0,33.00351980901527,0.009538261048593389,-1.0627605521497996,-0.01101023795908335,-0.002803638943636537,1,1,0.9983565211296082,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,HIGH,LOW,LOW,MID
2013-02-07,2013-02-08,0.005548939530563959,UP,1.675414300648118,0.005075879225465513,76.86000061035156,1.0,32.54889303512774,0.011209702875049715,-0.38859409016618884,-0.0059689492893481065,-0.01717397926588354,1,1,0.8893116116523743,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,HIGH,HIGH,MID,MID,MID
2013-02-15,2013-02-19,0.007466627480102244,UP,1.6290871218359053,0.004818073964030701,72.55000305175781,1.0,32.82475321916057,0.00956488633004108,0.161429934220273,0.006013230348135659,0.0014615243055735119,1,1,0.9997972846031189,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,HIGH,HIGH,MID,HIGH,MID
2013-02-19,2013-02-20,-0.012541637747840189,DOWN,1.5490749282882748,0.005005936915830862,70.44999694824219,1.0,33.473608567795395,0.008348256020724268,0.9152338389579866,0.006832961313882443,-0.0038204921530904197,1,0,0.9628132581710815,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,MID
2013-02-20,2013-02-21,-0.006097567843170686,DOWN,1.584825049854221,0.005835048459167397,79.6500015258789,1.0,32.66370550465016,0.0028801080099549493,-1.3140094080972946,-0.000245413253284953,-0.031778503979088116,1,0,0.21803493797779083,0.3204227089881897,0,HIGH,LOW,MID,HIGH,HIGH,MID,LOW,MID,LOW
2013-02-21,2013-02-22,0.00972520140623874,UP,1.5911378288068918,0.006025687274413576,80.83000183105469,1.0,30.33799093535446,0.002366502722220918,-1.1468223392076853,-0.004612708692430284,-0.04393654603306398,1,1,0.9799687266349792,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,LOW,MID,LOW
2013-02-22,2013-02-25,-0.019210264686089513,DOWN,1.399194112297468,0.006379573027437239,78.66000366210938,1.0,28.6400210895978,-0.0017148805481055612,0.9684943479542878,0.0003716705632836512,-0.043905396703290765,1,0,0.619658350944519,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,HIGH,MID,LOW
2013-02-25,2013-02-26,0.006822341075306378,UP,1.5574335628115692,0.0076809539181655374,94.33999633789062,1.0,27.502362966691692,-0.00419115847286289,-1.2841292136348186,-0.009162920185917165,-0.029107203642994326,1,1,0.996986448764801,0.3204227089881897,1,HIGH,LOW,HIGH,HIGH,MID,MID,LOW,LOW,LOW
2013-02-26,2013-02-27,0.012519617305904326,UP,1.3545183686946842,0.00784566815313933,90.2300033569336,1.0,26.65857958999963,-0.003192856543513798,1.3600959511540596,-0.004221697691016458,-0.042586670688611404,1,1,0.9995394945144653,0.3204227089881897,1,MID,LOW,MID,HIGH,MID,MID,HIGH,MID,LOW
2013-03-04,2013-03-05,0.00891900808606313,UP,1.1006978415992958,0.008018068406606663,82.2699966430664,0.0,22.26870918065899,-0.0025332715581615917,0.3917730683413721,0.0057108846698711874,-0.032639450414619534,1,1,0.9985559582710266,0.3204227089881897,1,LOW,LOW,MID,MID,MID,MID,HIGH,HIGH,LOW
2013-03-14,2013-03-15,-0.005758871198111227,DOWN,0.9482418778888665,0.007506872660317562,83.5,1.0,26.964089040323735,0.002523478658929136,0.8181925645432125,0.005483496854126045,0.015927540239044777,1,0,0.5847532749176025,0.3204227089881897,1,LOW,LOW,MID,HIGH,MID,MID,HIGH,HIGH,MID
2013-03-15,2013-03-18,-0.0055341235315858415,DOWN,0.9268909505088201,0.0076797934261678595,85.72000122070312,1.0,27.207463040345836,0.0020797342499273876,-1.0449788407647191,-0.0006648568778306208,0.016181583383975556,1,0,0.9944140911102295,0.3204227089881897,1,LOW,LOW,MID,HIGH,MID,MID,LOW,MID,MID
2013-03-19,2013-03-20,0.006961045320596425,UP,1.1796215502276497,0.007684539298948539,94.38999938964844,1.0,24.76351154527242,-0.000462678213752267,-0.33765792632898317,-0.0024981088121182834,-0.004114756688157979,1,1,0.8933866620063782,0.3204227089881897,1,MID,LOW,HIGH,HIGH,MID,MID,MID,MID,MID
2013-03-20,2013-03-21,-0.00857932575928796,DOWN,1.1130813253601548,0.007170500173342103,89.44999694824219,1.0,23.745542495733385,0.0045925372398580785,0.9291167536052654,0.0025778666806510297,0.004744482175076278,1,0,0.7256545424461365,0.3204227089881897,1,MID,LOW,MID,HIGH,MID,MID,HIGH,MID,MID
2013-03-21,2013-03-22,0.008001110346472698,UP,1.202769771097154,0.007327147469608808,93.9800033569336,1.0,22.314332948382482,0.0073764118916783555,-0.8698392561358653,-0.0036279725382268313,-0.006254083835546113,1,1,0.9976071119308472,0.3204227089881897,1,MID,LOW,HIGH,HIGH,MID,HIGH,LOW,MID,MID
2013-03-25,2013-03-26,0.007970765961989446,UP,1.5470207987934974,0.005594873898579468,88.86000061035156,1.0,19.80935897762991,0.007396124577156646,-1.0402559959905817,-0.0022720853006205364,0.011349893473682492,1,1,0.9499731659889221,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,HIGH,LOW,MID,MID
2013-04-02,2013-04-03,-0.010190836992467653,DOWN,1.5594751781455813,0.005162405416710423,80.48999786376953,1.0,15.458349027718329,0.000942548000947261,0.34051905787089937,-0.001227525984061829,0.024792987455958215,1,0,0.16241712868213654,0.3204227089881897,0,HIGH,LOW,MID,HIGH,LOW,MID,HIGH,MID,HIGH
2013-04-05,2013-04-08,0.006744432648754667,UP,1.5687894532317412,0.005589517321021547,84.48999786376953,1.0,15.642494748454503,-0.00040784464735429916,-0.6206445438426399,-0.011313017203800176,-0.04771090069625024,1,1,0.9058830142021179,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,MID,LOW,LOW,LOW
2013-04-09,2013-04-10,0.012174382692949959,UP,1.4184731269121973,0.005702215759368043,82.04000091552734,1.0,14.398581157527225,0.00028281375317626683,0.33775470107687516,-0.009424802520493086,-0.031247701449574432,1,1,0.6311827301979065,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,MID,HIGH,LOW,LOW
2013-04-12,2013-04-15,-0.0234465885739041,DOWN,1.2173719251241668,0.0062405629824626285,82.38999938964844,1.0,15.19697157379573,-0.0036154042629608345,-0.23612857582276447,0.002863712705135051,-0.015327177045243147,1,0,0.013986130245029926,0.3204227089881897,0,MID,LOW,MID,HIGH,LOW,MID,MID,HIGH,MID
2013-04-15,2013-04-16,0.014654910174762463,UP,1.3337661362710151,0.008156660607355296,104.62000274658203,1.0,14.917522976818706,-0.008139949189512712,-1.9633575499643163,-0.003971438667941517,-0.0510903823038707,1,1,0.9835679531097412,0.3204227089881897,1,MID,LOW,HIGH,HIGH,LOW,LOW,LOW,MID,LOW
2013-04-16,2013-04-17,-0.014719343059893182,DOWN,1.011166924642159,0.008696856290558006,88.19000244140625,1.0,14.65803499391147,-0.006848857920929553,1.139610417865728,0.002530904108430987,-0.05993479238457324,1,0,0.0009559018071740866,0.3204227089881897,0,LOW,LOW,MID,HIGH,LOW,MID,HIGH,MID,LOW
2013-04-17,2013-04-18,-0.006273270181493821,DOWN,1.1126773210622225,0.00934711471416576,105.26000213623047,1.0,15.272800858347587,-0.006979176909896929,-1.5437472711686242,-0.006272592335844389,-0.08785703303206327,1,0,0.9945429563522339,0.3204227089881897,1,MID,LOW,HIGH,HIGH,LOW,MID,LOW,MID,LOW
2013-04-18,2013-04-19,0.008655802114729601,UP,1.1883140975249888,0.00930878454612131,107.6500015258789,1.0,16.178806415308802,-0.00701030451956022,-0.8953016653653347,-0.00810187116854799,-0.06380445088763002,1,1,0.7763267755508423,0.3204227089881897,1,MID,LOW,HIGH,HIGH,LOW,MID,LOW,MID,LOW
2013-04-22,2013-04-23,0.010256504155200347,UP,0.9854624512147472,0.009198572862352119,90.91000366210938,1.0,16.79860383327097,-0.003317791035899864,0.6354364910429147,0.0032054362882010298,0.0005635099198405773,1,1,0.9980756044387817,0.3204227089881897,1,LOW,LOW,HIGH,HIGH,LOW,MID,HIGH,HIGH,MID
2013-04-26,2013-04-29,0.006676333484770011,UP,0.9233812359939046,0.00928489076770622,85.08999633789062,0.0,13.729964433281816,-0.0026206736002580677,-0.5061039176262119,0.0046123630906361995,0.05514902449494796,1,1,0.6394259929656982,0.3204227089881897,1,LOW,LOW,MID,MID,LOW,MID,LOW,HIGH,HIGH
2013-04-30,2013-05-01,-0.008806157890127678,DOWN,0.9175725232091893,0.009281881847389326,83.45999908447266,1.0,13.876284008790781,0.0039314802284100385,0.4939474960139801,0.0066836572473100014,0.04687672485500208,1,0,0.9872334003448486,0.3204227089881897,1,LOW,LOW,MID,HIGH,LOW,MID,HIGH,HIGH,HIGH
2013-05-01,2013-05-02,0.009244484452722372,UP,0.9922029594838471,0.009199571309220061,88.11000061035156,1.0,13.559411548384597,0.0036286076907942506,-0.9794782778820799,-0.0029707298658813853,-0.004384546406845056,1,1,0.9704889059066772,0.3204227089881897,1,LOW,LOW,MID,HIGH,LOW,MID,LOW,MID,MID
2013-05-02,2013-05-03,0.010089741437126454,UP,0.9143434117127818,0.009362888494754666,83.81999969482422,1.0,13.570385766095693,0.0034388789097941283,0.5858372486154534,0.0001151715067273405,0.003730734799290481,1,1,0.644960880279541,0.3204227089881897,1,LOW,LOW,MID,HIGH,LOW,MID,HIGH,MID,MID
2013-05-13,2013-05-14,0.010280849124774243,UP,1.125461792816133,0.007024456151591077,80.44999694824219,1.0,23.01032403769289,0.009119110488677966,-0.07124746730008374,0.0003713633809562921,-0.010348762025975716,1,1,0.21323761343955994,0.3204227089881897,0,MID,LOW,MID,HIGH,MID,HIGH,MID,MID,MID
2013-05-14,2013-05-15,0.00537197256402703,UP,1.2022703750666162,0.006690960970514919,80.44999694824219,1.0,25.013363930796896,0.010231215465484243,0.8086440737657408,0.004079305872801013,-0.014855708579251236,1,1,0.30621039867401123,0.3204227089881897,0,MID,LOW,MID,HIGH,MID,HIGH,HIGH,HIGH,MID
2013-05-16,2013-05-17,0.009630543371476553,UP,1.5781432839600027,0.005217096568579805,84.5,1.0,29.320219219307372,0.010124423166875396,-0.7351586014533096,-0.0033435073864986316,-0.012842731545310954,1,1,0.7171016931533813,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,HIGH,LOW,MID,MID
2013-05-21,2013-05-22,-0.00744527922700781,DOWN,1.6565619233753222,0.005084209741444757,88.04000091552734,1.0,35.7014455148533,0.011618924972967022,0.3251358338301584,-0.0008861718226136801,0.02048718552776284,1,0,0.9468259215354919,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,HIGH,HIGH,MID,MID
2013-05-24,2013-05-28,0.0059709202535344254,UP,1.5587389719187406,0.005653846887505617,83.87999725341797,1.0,34.2788353339618,0.0016824657651473077,-0.3247895642986413,-0.0028789572215647324,-0.01966719683196537,1,1,0.9344340562820435,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,MID,MID,MID
2013-05-28,2013-05-29,-0.00651547802709189,DOWN,1.6211778037262248,0.0056264910029978025,82.6500015258789,1.0,34.671472913677455,0.0037190021179849264,0.7472810338198119,0.0008761216395067085,-0.01773462855921538,1,0,0.7500393986701965,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,HIGH,MID,MID
2013-05-30,2013-05-31,-0.014456063768440826,DOWN,1.6886801597047207,0.005420232738504448,80.22000122070312,1.0,33.35944564284342,0.004229200579836528,0.38511441123977974,-0.0018616453238947134,-0.007131843216487518,1,0,0.9259846806526184,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,HIGH,MID,MID
2013-05-31,2013-06-03,0.005491222748205635,UP,1.619189175766029,0.0063414667805073354,84.87000274658203,1.0,31.491445837026692,0.003623645575053805,-1.4445780677441498,-0.006490076412261587,-0.024488376140673646,1,1,0.9398121237754822,0.3204227089881897,1,HIGH,LOW,MID,HIGH,HIGH,MID,LOW,MID,MID
2013-06-04,2013-06-05,-0.014099875084750964,DOWN,1.65414505274501,0.006196032746819502,87.38999938964844,1.0,27.95374220510168,-0.0018897786136368323,-0.9299478503327396,-0.007639378283143022,-0.018054914621462526,1,0,0.973178505897522,0.3204227089881897,1,HIGH,LOW,MID,HIGH,MID,MID,LOW,MID,MID
2013-06-05,2013-06-06,0.009012353932596352,UP,1.5970629698698025,0.006902648176108653,93.18000030517578,0.0,26.317022623560018,-0.0037999294928920194,-1.3103282032953558,-0.011268708343056889,0.006528632664019603,1,1,0.9368086457252502,0.3204227089881897,1,HIGH,LOW,HIGH,MID,MID,MID,LOW,LOW,MID
2013-06-06,2013-06-07,0.012640276575702901,UP,1.4672528944548635,0.007139815379586561,91.91000366210938,0.0,25.25641893336764,-0.003834888024934948,1.2604783579598866,-0.008468916163296803,0.012210179930366449,1,1,0.9567192196846008,0.3204227089881897,1,HIGH,LOW,HIGH,MID,MID,MID,HIGH,LOW,MID
2013-06-10,2013-06-11,-0.010369088944428652,DOWN,1.2742681547882848,0.0076328404435300565,82.94000244140625,0.0,22.79467945029716,-0.005753026026249233,0.018513660294172167,0.005863910763325618,0.02452294723650327,1,0,0.059640418738126755,0.3204227089881897,0,MID,LOW,MID,MID,MID,MID,MID,HIGH,HIGH
2013-06-11,2013-06-12,-0.008311613667880477,DOWN,1.3435534904869932,0.008003469263417422,92.31999969482422,0.0,21.41525572854339,-0.004382278424428719,-0.9239226269026284,-0.0023795619002859644,0.021941626992407825,1,0,0.9050375819206238,0.3204227089881897,1,MID,LOW,HIGH,MID,MID,MID,LOW,MID,MID
2013-06-12,2013-06-13,0.01509420400859605,UP,1.4999392968969647,0.007807382189232908,101.7699966430664,0.0,20.677320095826005,-0.007314479589382566,-0.8811869778301974,0.009080451214120318,0.022572411214475542,1,1,0.6262603998184204,0.3204227089881897,1,HIGH,LOW,HIGH,MID,LOW,MID,LOW,HIGH,MID
2013-06-13,2013-06-14,-0.006292296273244697,DOWN,1.2160034060707947,0.008501068491315721,95.08000183105469,0.0,20.130756693572543,-0.005739142481994303,0.9683398472854517,0.006251191656464373,0.020162607911114586,1,0,0.3684772253036499,0.3204227089881897,1,MID,LOW,HIGH,MID,LOW,MID,HIGH,HIGH,MID
2013-06-14,2013-06-17,0.007691935760106994,UP,1.2637336127615826,0.008548862015522941,93.87000274658203,0.0,19.517085631650595,-0.0031363958179002963,-0.571595981835781,0.003534305077687953,0.01877504830982749,1,1,0.11270076036453247,0.3204227089881897,0,MID,LOW,HIGH,MID,LOW,MID,LOW,HIGH,MID
2013-06-17,2013-06-18,0.007874551687688627,UP,1.2544571604367312,0.008436322177767535,90.44999694824219,0.0,18.598255976499573,-0.0043570047409034664,0.7336538799760307,0.003850726710482264,0.020668298701082524,1,1,0.9765253067016602,0.3204227089881897,1,MID,LOW,HIGH,MID,LOW,MID,HIGH,HIGH,MID
2013-06-18,2013-06-19,-0.01391321406483253,DOWN,1.2090109626837284,0.008654443344112675,89.98999786376953,0.0,17.273102103946833,-0.0049690855366761886,0.6553684174834137,0.012610700415239161,0.031578366249939295,1,0,0.961970865726471,0.3204227089881897,1,MID,LOW,MID,MID,LOW,MID,HIGH,HIGH,HIGH
2013-06-19,2013-06-20,-0.025090386433772593,DOWN,1.1451971475552822,0.00915319633480943,88.58999633789062,0.0,16.684420840026974,-0.005237996579521457,-1.3209924429107225,0.007618935464887484,0.024316061733668955,1,0,0.14638221263885498,0.3204227089881897,0,MID,LOW,MID,MID,LOW,MID,LOW,HIGH,HIGH
2013-06-21,2013-06-24,-0.012716520551955237,DOWN,1.1298319775789691,0.010537744457365704,96.0999984741211,0.0,19.471042321079455,-0.0024358131173830566,-0.556520050480833,0.010754652095095015,-0.04344419222658321,1,0,0.39111974835395813,0.3204227089881897,1,MID,LOW,HIGH,MID,LOW,MID,LOW,HIGH,LOW
2013-06-24,2013-06-25,0.00956829998834733,UP,1.1727225054364694,0.01080230794535922,100.93000030517578,0.0,21.362589197508765,0.0002947072998733466,-1.304109574212805,0.003543072675792437,-0.02684790828330676,1,1,0.8674261569976807,0.3204227089881897,1,MID,LOW,HIGH,MID,MID,MID,LOW,HIGH,MID
2013-06-25,2013-06-26,0.009852246442467346,UP,1.0596244477580203,0.010980310951556781,94.83000183105469,0.0,22.126353437174068,0.0012050205945535464,0.7229231027413148,0.00994227999841171,-0.0322076012948632,1,1,0.9862157106399536,0.3204227089881897,1,LOW,LOW,HIGH,MID,MID,MID,HIGH,HIGH,LOW
2013-06-28,2013-07-01,0.0058425329038531955,UP,0.9717366028208301,0.010929712892581968,86.54000091552734,-1.0,22.45931823446792,0.0023617568179372522,-0.4753780660901532,-0.004686498031512573,0.030173065484009005,1,1,0.49428117275238037,0.3204227089881897,1,LOW,LOW,MID,MID,MID,MID,LOW,MID,HIGH
2013-07-03,2013-07-05,0.01073094156035213,UP,0.9776471755047933,0.010438368265715694,82.72000122070312,-1.0,21.697607919280763,0.005962615925842955,0.07193915167887782,-0.010681222773113917,0.058367667089581916,1,1,0.9968216419219971,0.3204227089881897,1,LOW,LOW,MID,MID,MID,MID,MID,LOW,HIGH
2013-07-05,2013-07-08,0.00568856580219072,UP,0.891349495158903,0.01052316583531936,77.41000366210938,-1.0,20.880386680966026,0.0062775019719457665,0.5555285846652291,-0.004473639850542766,0.061636303486577046,1,1,0.9993793964385986,0.3204227089881897,1,LOW,LOW,LOW,MID,MID,HIGH,HIGH,MID,HIGH
2013-07-08,2013-07-09,0.007171587367699543,UP,0.9131088426258714,0.010196511356528864,75.48999786376953,-1.0,19.458773174230164,0.0035744964601644113,0.7091122814637676,0.007247698026448186,0.06592273119966345,1,1,0.9999583959579468,0.3204227089881897,1,LOW,LOW,LOW,MID,LOW,MID,HIGH,HIGH,HIGH
2013-07-10,2013-07-11,0.013528751372094909,UP,0.8921727217007438,0.01003332472371652,79.54000091552734,0.0,17.686200170728522,0.007082518154532105,0.08066962749296785,0.019298280841813203,0.06717058016066281,1,1,0.48776301741600037,0.3204227089881897,1,LOW,LOW,MID,MID,LOW,HIGH,MID,HIGH,HIGH
2013-07-31,2013-08-01,0.011491990153753543,UP,1.8795146815426647,0.0045079208831634646,73.08000183105469,1.0,17.83187260136564,0.0031236373719357655,0.1253516663315391,0.0018058523842134193,-0.003421737142223475,1,1,0.35154861211776733,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,LOW,MID,MID,MID,MID
2013-08-05,2013-08-06,-0.005698697921155843,DOWN,1.6306551033530285,0.004573927996688923,69.73999786376953,1.0,19.73640698808261,0.00861141699742015,-0.26997473676122374,0.0004505303782869341,0.01904272881688421,1,0,0.03288465365767479,0.3204227089881897,0,HIGH,LOW,LOW,HIGH,LOW,HIGH,MID,MID,MID
2013-08-14,2013-08-15,-0.014084743088398959,DOWN,2.0365328063321684,0.0040335357380425416,80.22000122070312,1.0,15.07516610367336,0.006295453346074064,-1.0621472182705785,0.0066887053889978345,0.023483663336807556,1,0,0.9528551697731018,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,HIGH,LOW,HIGH,MID
2013-08-16,2013-08-19,-0.006412590268578053,DOWN,1.8265003912156526,0.004956061931339166,84.08999633789062,0.0,16.061677163455773,0.0034605027686578395,-1.1936994396349838,0.010039888558536693,0.01396263007489979,1,0,0.999679446220398,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,MID,LOW,HIGH,MID
2013-08-20,2013-08-21,-0.006179242260351285,DOWN,1.7939914391603202,0.005235485996830672,89.08000183105469,0.0,18.045742419855742,0.004789300030758829,0.9967221818902444,0.005161129770499394,-0.017564196420915182,1,0,0.994074285030365,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,MID,HIGH,HIGH,MID
2013-08-21,2013-08-22,0.009073923623194202,UP,1.883778594139862,0.005330380084571275,90.37999725341797,0.0,19.30580490266621,0.007493292265819705,-1.1897469979977189,0.007827241989826044,-0.02847843185556984,1,1,0.9946268200874329,0.3204227089881897,1,HIGH,LOW,HIGH,MID,LOW,HIGH,LOW,HIGH,LOW
2013-08-26,2013-08-27,-0.016215083080727662,DOWN,1.6179536821149823,0.005836268601225707,83.05999755859375,0.0,20.089233844317597,0.008321258019514575,-0.8430092696122392,0.0017984594531213413,-0.011078888304917382,1,0,0.8252767324447632,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,HIGH,LOW,MID,MID
2013-09-03,2013-09-04,0.008238979257379415,UP,1.655422913854325,0.006320630692851584,90.66000366210938,0.0,23.457699266812433,-0.0014330364048299668,0.5780925375318389,-0.008346297842999478,0.024434702168638925,1,1,0.9795728325843811,0.3204227089881897,1,HIGH,LOW,HIGH,MID,MID,MID,HIGH,MID,HIGH
2013-09-06,2013-09-09,0.009530516022100581,UP,1.521471123075513,0.006562439197299754,86.51000213623047,-1.0,21.487035826494548,0.0016776313162727464,-0.055197507179903495,0.008218968790522427,0.01577560380768882,1,1,0.24928921461105347,0.3204227089881897,0,HIGH,LOW,MID,MID,MID,MID,MID,HIGH,MID
2013-09-09,2013-09-10,0.0073699604577225734,UP,1.4143178504102936,0.006961642031969726,83.45999908447266,-1.0,20.70670350641451,0.0021289303586455883,0.9559160280223603,0.009023076748298116,0.01722191234404756,1,1,0.9251284003257751,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,MID,HIGH,HIGH,MID
2013-09-13,2013-09-16,0.005770807024894481,UP,1.418161092792676,0.006289808338579525,79.7300033569336,0.0,17.129273533966522,0.005140792074330158,0.7083915566053332,0.002608451007787585,-0.021213191155871777,1,1,0.45546743273735046,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,MID,HIGH,MID,MID
2013-09-17,2013-09-18,0.011507715438112824,UP,1.510387062322196,0.0060600621620936,79.48999786376953,0.0,18.213925167377646,0.008048975880104899,0.6363998589532794,-0.00035427550609219705,-0.018514708128699375,1,1,0.14317671954631805,0.3204227089881897,0,HIGH,LOW,MID,MID,LOW,HIGH,HIGH,MID,MID
2013-09-19,2013-09-20,-0.011878521592229619,DOWN,1.3439500210416973,0.006168399530305531,73.22000122070312,0.0,21.45439338435967,0.005605347832561974,-0.6213822260851936,0.0019207231585183504,-0.020559811658036043,1,0,0.023885849863290787,0.3204227089881897,0,MID,LOW,LOW,MID,MID,MID,LOW,MID,MID
2013-09-27,2013-09-30,-0.005342581627234101,DOWN,1.6945301449072168,0.005747247779079593,74.93000030517578,1.0,15.564997817332468,0.006387509603022673,-0.5182602994687896,-0.013942658064836296,-0.0174419987347842,1,0,0.9997922778129578,0.3204227089881897,1,HIGH,LOW,LOW,HIGH,LOW,HIGH,LOW,LOW,MID
2013-09-30,2013-10-01,0.007885037842500666,UP,1.7850846355768295,0.00585799525606969,81.66999816894531,1.0,15.551656344833377,0.010733221473832794,-1.0521562013513666,-0.008548929258504942,-0.01223786172576234,1,1,0.999990701675415,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,HIGH,LOW,LOW,MID
2013-10-02,2013-10-03,-0.009263710042895584,DOWN,1.801148221875408,0.005805750576154031,85.7300033569336,1.0,14.211509618281749,0.009172089853424735,-0.15443276363785272,0.002104626609873951,0.0139293681587352,1,0,0.9994087219238281,0.3204227089881897,1,HIGH,LOW,MID,HIGH,LOW,HIGH,MID,MID,MID
2013-10-03,2013-10-04,0.007548128275420309,UP,1.7827979963639942,0.006243586654732688,93.79000091552734,0.0,14.289867143104058,0.008021242598721796,-1.13056744640648,0.0003180266480929052,0.0027139571205646055,1,1,0.36556103825569153,0.3204227089881897,1,HIGH,LOW,HIGH,MID,LOW,HIGH,LOW,MID,MID
2013-10-04,2013-10-07,-0.008682302092439639,DOWN,1.6375801410055189,0.006439506921658435,88.70999908447266,0.0,14.262071797543193,0.007818455463793665,0.7826751764999743,0.0033303806523911055,0.009385135846450761,1,0,0.9926407933235168,0.3204227089881897,1,HIGH,LOW,MID,MID,LOW,HIGH,HIGH,HIGH,MID
2013-10-07,2013-10-08,-0.011714993948873946,DOWN,1.9000225883094628,0.0064352659178679664,103.08000183105469,0.0,14.419324240824874,0.005507659554454736,-0.7774296928848127,-0.0004157279118470475,0.006817293116651581,1,0,0.9967566132545471,0.3204227089881897,1,HIGH,LOW,HIGH,MID,LOW,MID,LOW,MID,MID
2013-10-09,2013-10-10,0.02132883685530792,UP,1.8626862290503117,0.006628512896792669,111.43000030517578,0.0,17.128670010762193,0.002335242230801223,0.011636095729060067,0.0011890167397613362,-0.024209999458508536,1,1,0.9953464865684509,0.3204227089881897,1,HIGH,LOW,HIGH,MID,LOW,MID,MID,MID,MID
2013-10-10,2013-10-11,0.006422532529079709,UP,1.2510646539969668,0.008298071462938107,95.30999755859375,0.0,16.224240923350294,0.004963558416579656,1.1583755711122408,0.004226766053221457,-0.002908061595815373,1,1,0.28058260679244995,0.3204227089881897,0,MID,LOW,HIGH,MID,LOW,MID,HIGH,HIGH,MID
2013-10-14,2013-10-15,-0.007280477763183888,DOWN,1.2115464929334148,0.008355559060726436,91.80000305175781,0.0,14.938975067937143,0.0020564989329017445,0.6532752278699675,0.011021425450520546,-0.0060357962623004335,1,0,0.7625577449798584,0.3204227089881897,1,MID,LOW,HIGH,MID,LOW,MID,HIGH,HIGH,MID
