candidate_name,groups,group_count,feature_count,training_rows,training_start,training_end,stage2_roc_auc,matched_base_roc_auc,delta_roc_auc_vs_matched_base,stage2_roc_auc_fold_mean,stage2_roc_auc_fold_std,stage2_average_precision,stage2_brier_score,stage2_balanced_accuracy,stage2_macro_f1,stage2_down_f1,stage2_up_f1
equity_rotation+interaction_consensus+volatility_options_short,equity_rotation|interaction_consensus|volatility_options_short,3,49,2459,2011-01-11,2020-10-26,0.49529558213846203,0.490334043813327,0.004961538325135018,0.49786080532193955,0.018145253119108546,0.5846571182271194,0.2620292767715469,0.5094177019459586,0.5094112252188843,0.4326710816777042,0.5861513687600645
calendar+rates_credit,calendar|rates_credit,2,46,3368,2007-06-08,2020-10-26,0.47909723734083587,0.4744509384704987,0.004646298870337184,0.4766459448758719,0.023213701170401647,0.5572818240752468,0.2647905680778271,0.4925448953047633,0.48860300549231905,0.3712784588441331,0.605927552140505
breadth+calendar+futures_core+interaction_consensus+rates_credit,breadth|calendar|futures_core|interaction_consensus|rates_credit,5,83,3362,2007-06-08,2020-10-26,0.48730343088846995,0.4828885746775593,0.004414856210910645,0.4887268354559066,0.009124505416984294,0.5683070584312343,0.2634962817609845,0.4966914295119251,0.49206196262072466,0.46766169154228854,0.5164622336991608
futures_core+technical_dynamics+trend_direction+volatility_options_core,futures_core|technical_dynamics|trend_direction|volatility_options_core,4,84,3084,2008-04-10,2020-10-26,0.4859503733934443,0.48165673214469573,0.004293641248748592,0.4952229163773951,0.028829609631770333,0.5628802195554452,0.2640751728784809,0.512168967926938,0.49185340807237476,0.3181312569521691,0.6655755591925805
equity_rotation+macro_cross_asset+technical_dynamics,equity_rotation|macro_cross_asset|technical_dynamics,3,60,3356,2007-06-08,2020-10-26,0.4911109275129374,0.4869818463133069,0.004129081199630513,0.4923125788115803,0.02004468178680848,0.5674794363810487,0.26153014993145496,0.4974613379800362,0.4969106153864399,0.4082304526748971,0.5855907780979827
calendar+equity_rotation+interaction_consensus,calendar|equity_rotation|interaction_consensus,3,52,3364,2007-06-08,2020-10-26,0.4956016758360543,0.4915145890176082,0.004087086818446106,0.4960841251420893,0.0061273509224336505,0.5745257959024181,0.270900594562528,0.5078545496563344,0.5035421974474958,0.4760543245175125,0.5310300703774792
breadth+calendar+futures_core,breadth|calendar|futures_core,3,55,3362,2007-06-08,2020-10-26,0.4868741957686207,0.4828885746775593,0.003985621091061375,0.49032875199313297,0.009475971623770237,0.568759579233282,0.2678053222690356,0.5004975012718078,0.5001932367149758,0.44,0.5603864734299517
volatility_options_short,volatility_options_short,1,27,2463,2011-01-11,2020-10-26,0.48374300213032495,0.47987161430502573,0.0038713878252992218,0.4829560569813025,0.016126066903268645,0.5576412242440917,0.2599226396154898,0.49876320836842586,0.4985936861966516,0.4337606837606838,0.5634266886326195
calendar+equity_rotation+futures_core+trend_direction+volatility_options_core,calendar|equity_rotation|futures_core|trend_direction|volatility_options_core,5,82,3084,2008-04-10,2020-10-26,0.48474771571713665,0.48165673214469573,0.0030909835724409196,0.4819628284067438,0.009123071832925541,0.5749584657776948,0.2649793262112667,0.49911279351747795,0.49547253458311624,0.3798670465337132,0.6110780226325193
breadth+calendar+rates_credit+trend_direction,breadth|calendar|rates_credit|trend_direction,4,79,3157,2008-04-10,2020-10-26,0.48746297545382566,0.48444654849534763,0.0030164269584780357,0.48915282572645663,0.0015656066750985573,0.5719196409665872,0.26033483264486357,0.5123966769029674,0.49673693035233746,0.5162180814354728,0.4772557792692021
equity_rotation+interaction_consensus+technical_dynamics+volatility_options_short,equity_rotation|interaction_consensus|technical_dynamics|volatility_options_short,4,70,2459,2011-01-11,2020-10-26,0.493153502690012,0.490334043813327,0.0028194588766849993,0.492488930943674,0.028796010128170242,0.5719779276191457,0.26316762175971053,0.5068624565111768,0.5046175036640717,0.3971462544589774,0.612088752869166
breadth+calendar+equity_rotation+rates_credit+technical_dynamics,breadth|calendar|equity_rotation|rates_credit|technical_dynamics,5,92,3368,2007-06-08,2020-10-26,0.47686805590444664,0.4744509384704987,0.0024171174339479573,0.48108236188224723,0.025502900186412825,0.5575096394628098,0.2679697750562029,0.48819352569792174,0.4835024726165966,0.36187113857016767,0.6051338066630256
breadth+calendar+rates_credit+technical_dynamics+volatility_options_core,breadth|calendar|rates_credit|technical_dynamics|volatility_options_core,5,96,3301,2007-06-08,2020-10-26,0.4952005628740881,0.49279353552363075,0.002407027350457336,0.4939341597618647,0.021047228496121943,0.5655168126515893,0.26244483190656837,0.5089771400617056,0.5089114126043075,0.4374495560936239,0.580373269114991
breadth+futures_core+rates_credit+trend_direction,breadth|futures_core|rates_credit|trend_direction,4,80,3151,2008-04-10,2020-10-26,0.48483118852545337,0.48245329514100976,0.002377893384443608,0.4886915666350286,0.027890285735250774,0.5627414254483833,0.261955442543421,0.49465974430800985,0.4946392366850957,0.42343096234309624,0.5658475110270952
equity_rotation+futures_core+interaction_consensus+trend_direction,equity_rotation|futures_core|interaction_consensus|trend_direction,4,71,3151,2008-04-10,2020-10-26,0.48441837443922575,0.48245329514100976,0.001965079298215988,0.4788590173906105,0.007850836507013782,0.5454879096463768,0.26502184668688017,0.49869205332884015,0.49860150356865,0.4239864864864865,0.5732165206508135
breadth+equity_rotation,breadth|equity_rotation,2,46,3368,2007-06-08,2020-10-26,0.4751840749362227,0.4744509384704987,0.000733136465724038,0.4746871850050929,0.006874216369498395,0.5544746353036747,0.265587938430857,0.4876967047934844,0.48768859202409154,0.4175136825645035,0.5578635014836796
base_only,,0,21,3368,2007-06-08,2020-10-26,0.4744509384704987,0.4744509384704987,0.0,0.47302042698807584,0.03123919005796385,0.5512956741479699,0.2601387891521637,0.5010103885809344,0.4884404021694009,0.33621517771373677,0.640665626625065
futures_core+rates_credit+volatility_options_core,futures_core|rates_credit|volatility_options_core,3,61,3295,2007-06-08,2020-10-26,0.49006089246250056,0.4904351028980737,-0.00037421043557311906,0.4892825660805297,0.019240337330969293,0.5801081540955841,0.2592362111523865,0.49788404570461275,0.4904023921136615,0.35260663507109,0.628198149156233
calendar+equity_rotation+futures_core+trend_direction,calendar|equity_rotation|futures_core|trend_direction,4,68,3151,2008-04-10,2020-10-26,0.4820467996377346,0.48245329514100976,-0.0004064955032751505,0.48121541476545593,0.015584052758829325,0.5510094167843278,0.26308590731691334,0.5133480064870785,0.5001484998118246,0.35173824130879344,0.6485587583148559
equity_rotation+futures_core+trend_direction+volatility_options_core+volatility_options_short,equity_rotation|futures_core|trend_direction|volatility_options_core|volatility_options_short,5,79,2393,2011-01-11,2020-10-26,0.48527153115830735,0.48591860945106197,-0.0006470782927546215,0.48843627707741605,0.033511138251169414,0.5620172740320817,0.2682367417051334,0.5017088073305789,0.49917763157894735,0.45625,0.5421052631578948
breadth+calendar+equity_rotation+rates_credit+volatility_options_core,breadth|calendar|equity_rotation|rates_credit|volatility_options_core,5,85,3301,2007-06-08,2020-10-26,0.4919437671634693,0.49279353552363075,-0.0008497683601614292,0.49274597603426434,0.004204454832712162,0.5696303023255009,0.26164763827862575,0.5081848674965551,0.5071019307621937,0.45271317829457364,0.5614906832298137
breadth+calendar+equity_rotation+interaction_consensus+rates_credit,breadth|calendar|equity_rotation|interaction_consensus|rates_credit,5,83,3364,2007-06-08,2020-10-26,0.4902379567920562,0.4915145890176082,-0.0012766322255520213,0.4895511394493635,0.029522217079118004,0.5609650349271433,0.26366868379525704,0.5038858075770452,0.5011496896388983,0.3913419913419913,0.6109573879358052
breadth+equity_rotation+technical_dynamics+volatility_options_core,breadth|equity_rotation|technical_dynamics|volatility_options_core,4,81,3301,2007-06-08,2020-10-26,0.49129864485334684,0.49279353552363075,-0.0014948906702839104,0.49979409189669766,0.01626995643000548,0.5742608941495001,0.26321448623824434,0.5035549942406754,0.5031200897433604,0.4404104183109708,0.5658297611757501
equity_rotation+interaction_consensus+technical_dynamics+volatility_options_core,equity_rotation|interaction_consensus|technical_dynamics|volatility_options_core,4,78,3297,2007-06-08,2020-10-26,0.49484199580948807,0.4963587109484942,-0.0015167151390061417,0.4969356964001946,0.011604854980920273,0.5676394369483466,0.2640951604943571,0.513341620539763,0.5127268438051823,0.4181662382176521,0.6072874493927125
calendar+futures_core+technical_dynamics,calendar|futures_core|technical_dynamics,3,61,3362,2007-06-08,2020-10-26,0.4808854774515965,0.4828885746775593,-0.0020030972259628133,0.4828174184495097,0.017190526411955006,0.5484157324724693,0.262273692933471,0.5061233803154084,0.5058173286645681,0.42122448979591837,0.5904101675332178
equity_rotation+futures_core+technical_dynamics+trend_direction+volatility_options_short,equity_rotation|futures_core|technical_dynamics|trend_direction|volatility_options_short,5,86,2457,2011-01-11,2020-10-26,0.4792434639596212,0.48160409459536097,-0.002360630635739769,0.48350096781345986,0.002720363457514347,0.5523378190235813,0.2694687840202041,0.5001595020699824,0.4970197965117606,0.38415366146458585,0.6098859315589353
equity_rotation+futures_smallcap+technical_dynamics,equity_rotation|futures_smallcap|technical_dynamics,3,60,824,2017-07-18,2020-10-26,0.5293040293040293,0.531898656898657,-0.0025946275946276964,0.5233946079469564,0.028240355069045,0.595271651720083,0.2591491007333013,0.5388278388278388,0.5385106189043842,0.4779874213836478,0.5990338164251208
calendar+equity_rotation+technical_dynamics+volatility_options_core,calendar|equity_rotation|technical_dynamics|volatility_options_core,4,75,3301,2007-06-08,2020-10-26,0.49008246261311567,0.49279353552363075,-0.002711072910515089,0.49416139808028237,0.010307827524687107,0.5718597574545219,0.26333203848990594,0.4964664448693286,0.4964281789207605,0.4148148148148148,0.5780415430267062
breadth+futures_core+macro_cross_asset+technical_dynamics+volatility_options_short,breadth|futures_core|macro_cross_asset|technical_dynamics|volatility_options_short,5,81,2451,2011-01-11,2020-10-26,0.47949425467889384,0.48296750564894103,-0.0034732509700471925,0.4786855897574424,0.019544165538001205,0.5563357714530364,0.2669732550420806,0.5005425839131009,0.49838020607251377,0.39289940828402364,0.6038610038610038
futures_core+macro_cross_asset+rates_credit,futures_core|macro_cross_asset|rates_credit,3,55,3356,2007-06-08,2020-10-26,0.4832339399583899,0.4869818463133069,-0.0037479063549169522,0.48348240108048207,0.023676767861425443,0.5544509049633091,0.26528033111372007,0.5061851721107697,0.5060250980014275,0.42497972424979724,0.5870704717530577
breadth+calendar+equity_rotation,breadth|calendar|equity_rotation,3,55,3368,2007-06-08,2020-10-26,0.47000560086487775,0.4744509384704987,-0.004445337605620936,0.47132081472998166,0.025575252709623696,0.5536279739682762,0.272115967997088,0.4912358559554313,0.48915964872326756,0.38402718776550554,0.5942921096810296
equity_rotation+macro_cross_asset+technical_dynamics+volatility_options_core,equity_rotation|macro_cross_asset|technical_dynamics|volatility_options_core,4,74,3289,2007-06-08,2020-10-26,0.48470154538587434,0.4895712026312477,-0.00486965724537336,0.4913607653765366,0.0188526248547383,0.5669885558683428,0.2676884132726536,0.4941949672667758,0.494091237689667,0.41029900332225916,0.5778834720570749
breadth+calendar+macro_cross_asset+rates_credit,breadth|calendar|macro_cross_asset|rates_credit,4,69,3356,2007-06-08,2020-10-26,0.4801995628694391,0.4869818463133069,-0.006782283443867776,0.48298969572686956,0.012419192880974107,0.5543426917360008,0.2675164090556772,0.5029404916592184,0.5004622383319146,0.39344262295081966,0.6074818537130094
equity_rotation+rates_credit+volatility_options_core,equity_rotation|rates_credit|volatility_options_core,3,61,3301,2007-06-08,2020-10-26,0.48597784755233575,0.49279353552363075,-0.006815687971295004,0.4845345680238462,0.0051719333834724995,0.5660735685369668,0.26192796463407864,0.5051960606609873,0.49742467807832214,0.35843660629170637,0.6364127498649379
breadth+futures_core+technical_dynamics+volatility_options_core+volatility_options_short,breadth|futures_core|technical_dynamics|volatility_options_core|volatility_options_short,5,87,2393,2011-01-11,2020-10-26,0.47898669026890933,0.48591860945106197,-0.006931919182152635,0.48319965697629436,0.04395433048184146,0.5597320419677481,0.27140437275440027,0.5032093595784322,0.502942971318333,0.413472706155633,0.5924132364810331
equity_rotation+futures_core+rates_credit+trend_direction,equity_rotation|futures_core|rates_credit|trend_direction,4,75,3151,2008-04-10,2020-10-26,0.4753196149876787,0.48245329514100976,-0.007133680153331046,0.4713991658658488,0.03147718516068368,0.5465548769913849,0.26494565967639994,0.4934571073527244,0.4839784180144284,0.346718903036239,0.6212379329926179
calendar+futures_core+technical_dynamics+volatility_options_core,calendar|futures_core|technical_dynamics|volatility_options_core,4,75,3295,2007-06-08,2020-10-26,0.4827510540587139,0.4904351028980737,-0.007684048839359803,0.48714829088281264,0.014044888911417273,0.57571320727638,0.26341980037963003,0.48453002304039117,0.4824237746936463,0.4383975812547241,0.5264499681325685
futures_core+macro_cross_asset+technical_dynamics+volatility_options_core,futures_core|macro_cross_asset|technical_dynamics|volatility_options_core,4,74,3289,2007-06-08,2020-10-26,0.48156002140249277,0.4895712026312477,-0.008011181228754938,0.4889960084346092,0.03173435704051011,0.5646062480408096,0.26732116622560664,0.4969824058919804,0.49681040968317774,0.41102756892230574,0.5825932504440497
rates_credit+trend_direction,rates_credit|trend_direction,2,55,3157,2008-04-10,2020-10-26,0.4760235951619863,0.48444654849534763,-0.00842295333336135,0.48169256896246787,0.011075884538393109,0.5507585983462855,0.2643312021288512,0.4849723284721379,0.48328624670833314,0.385499557913351,0.5810729355033153
breadth+calendar+interaction_consensus,breadth|calendar|interaction_consensus,3,57,3364,2007-06-08,2020-10-26,0.4826489839125703,0.4915145890176082,-0.008865605105037921,0.4815333488808107,0.010335894954434686,0.5543338729561855,0.2692189285648553,0.5071640500365284,0.5028316635515465,0.3836589698046181,0.6220043572984749
equity_rotation+futures_core+technical_dynamics+trend_direction,equity_rotation|futures_core|technical_dynamics|trend_direction,4,80,3151,2008-04-10,2020-10-26,0.47302491627877585,0.48245329514100976,-0.00942837886223391,0.4700194676636616,0.04332237028830617,0.5515628682362339,0.2630637002108457,0.4992891594178479,0.49924939825176295,0.426890756302521,0.571608040201005
futures_core+interaction_consensus+technical_dynamics+volatility_options_core,futures_core|interaction_consensus|technical_dynamics|volatility_options_core,4,78,3295,2007-06-08,2020-10-26,0.4798749235905393,0.4904351028980737,-0.01056017930753439,0.48480690870736315,0.0159162411663073,0.5637588801622209,0.26669943270318763,0.49140099684957916,0.4902923676874835,0.43706563706563706,0.54351909830933
breadth+equity_rotation+interaction_consensus+technical_dynamics,breadth|equity_rotation|interaction_consensus|technical_dynamics,4,79,3364,2007-06-08,2020-10-26,0.4790725499843449,0.4915145890176082,-0.012442039033263297,0.4781938246661923,0.00905032611641093,0.5706104401237821,0.26206665616478325,0.49768622057222944,0.48393446810063306,0.49403973509933774,0.4738292011019284
volatility_options_core,volatility_options_core,1,35,3301,2007-06-08,2020-10-26,0.47728136493068346,0.49279353552363075,-0.015512170592947294,0.4812584466156257,0.03529370520548129,0.5665563671944766,0.26213414708351623,0.49305470286368036,0.4930158563661474,0.42028985507246375,0.5657418576598311
equity_rotation+futures_core+macro_cross_asset,equity_rotation|futures_core|macro_cross_asset,3,49,3356,2007-06-08,2020-10-26,0.4714212751894608,0.4869818463133069,-0.015560571123846068,0.46907229960610747,0.0223741656840747,0.555937953731299,0.2646092446325666,0.48771509151951686,0.4852039089601489,0.37735849056603776,0.5930493273542601
futures_core+futures_smallcap+interaction_consensus,futures_core|futures_smallcap|interaction_consensus,3,51,824,2017-07-18,2020-10-26,0.5158119658119659,0.531898656898657,-0.01608669108669114,0.5244656694142996,0.0450526738676197,0.5981006269378482,0.265835079249236,0.5291208791208791,0.5142201260486665,0.3562753036437247,0.6721649484536083
futures_core+futures_smallcap+technical_dynamics+volatility_options_core,futures_core|futures_smallcap|technical_dynamics|volatility_options_core,4,74,786,2017-07-18,2020-10-26,0.5153638636662718,0.5336557441768653,-0.018291880510593495,0.5097530745550942,0.03363688641430229,0.6038655288813952,0.2758915913037856,0.5462067377286486,0.5377093962158036,0.5219941348973607,0.5534246575342465
equity_rotation+futures_core+futures_smallcap+trend_direction,equity_rotation|futures_core|futures_smallcap|trend_direction,4,67,824,2017-07-18,2020-10-26,0.5134615384615384,0.531898656898657,-0.018437118437118594,0.5168125375928702,0.07500111505046486,0.6003847588522979,0.26339626789049314,0.5177655677655677,0.5104867934396832,0.49577464788732395,0.5251989389920424
futures_core+rates_credit+trend_direction,futures_core|rates_credit|trend_direction,3,65,3151,2008-04-10,2020-10-26,0.46374607721308364,0.48245329514100976,-0.018707217927926123,0.465252617118775,0.008477731192819525,0.5347229444774688,0.26388776267600506,0.4970197350407549,0.4876354855222452,0.3509803921568627,0.6242905788876277
breadth+futures_core+futures_smallcap+rates_credit,breadth|futures_core|futures_smallcap|rates_credit,4,70,824,2017-07-18,2020-10-26,0.5096764346764346,0.531898656898657,-0.022222222222222365,0.5132632058634994,0.04826829441461184,0.5726457033032932,0.2666527466786982,0.5265567765567766,0.525873637668231,0.43389830508474575,0.6178489702517163
equity_rotation+futures_smallcap+interaction_consensus,equity_rotation|futures_smallcap|interaction_consensus,3,51,824,2017-07-18,2020-10-26,0.5092796092796092,0.531898656898657,-0.02261904761904776,0.5133024930603209,0.026740940066029898,0.5816822802205113,0.26493466197967164,0.5304945054945055,0.529420015428852,0.4329896907216495,0.6258503401360545
breadth+calendar+futures_smallcap+rates_credit+volatility_options_short,breadth|calendar|futures_smallcap|rates_credit|volatility_options_short,5,75,824,2017-07-18,2020-10-26,0.5056776556776557,0.531898656898657,-0.02622100122100135,0.4957664603824095,0.05647873777438856,0.588710226249125,0.2781246011053582,0.5245421245421246,0.5237835875090777,0.4691358024691358,0.5784313725490197
equity_rotation+futures_smallcap+technical_dynamics+volatility_options_core,equity_rotation|futures_smallcap|technical_dynamics|volatility_options_core,4,74,786,2017-07-18,2020-10-26,0.5071061981839716,0.5336557441768653,-0.02654954599289372,0.5051418045837391,0.0072446027728282686,0.5940068304301607,0.2719328635149634,0.5216969338070799,0.5098992817302677,0.5071225071225072,0.5126760563380282
futures_core+futures_smallcap+technical_dynamics,futures_core|futures_smallcap|technical_dynamics,3,60,824,2017-07-18,2020-10-26,0.505067155067155,0.531898656898657,-0.026831501831501958,0.5126649497490985,0.04302296143257698,0.604484088926392,0.26588798591320767,0.5242673992673993,0.5136466794075489,0.510989010989011,0.5163043478260869
equity_rotation+futures_core+futures_smallcap+technical_dynamics+volatility_options_short,equity_rotation|futures_core|futures_smallcap|technical_dynamics|volatility_options_short,5,76,824,2017-07-18,2020-10-26,0.5044261294261294,0.531898656898657,-0.027472527472527597,0.5032682147163555,0.057143311646874896,0.5594526336428269,0.27010597542280335,0.5306776556776557,0.514344262295082,0.3524590163934426,0.6762295081967213
breadth+calendar+futures_smallcap+rates_credit,breadth|calendar|futures_smallcap|rates_credit,4,69,824,2017-07-18,2020-10-26,0.5024420024420024,0.531898656898657,-0.029456654456654574,0.49563537951502723,0.03247745418151085,0.5759887650228791,0.27275417507843386,0.511996336996337,0.5083754740834386,0.39285714285714285,0.6238938053097345
futures_core+futures_smallcap+interaction_consensus+technical_dynamics,futures_core|futures_smallcap|interaction_consensus|technical_dynamics,4,72,824,2017-07-18,2020-10-26,0.49984737484737485,0.531898656898657,-0.03205128205128216,0.49187399222868894,0.03767784472853523,0.5718930660311056,0.2768396553977747,0.5481684981684982,0.5381651746048339,0.5318559556786704,0.5444743935309974
breadth+calendar+futures_smallcap,breadth|calendar|futures_smallcap,3,53,824,2017-07-18,2020-10-26,0.48806471306471305,0.531898656898657,-0.043833943833943956,0.4839607812822098,0.04536247448648678,0.5761032725927222,0.2772668490671992,0.5138278388278388,0.491471678813451,0.31223628691983124,0.6707070707070707
breadth+calendar+futures_smallcap+interaction_consensus+rates_credit,breadth|calendar|futures_smallcap|interaction_consensus|rates_credit,5,81,824,2017-07-18,2020-10-26,0.4847985347985348,0.531898656898657,-0.04710012210012221,0.48654559997514985,0.050915199867769254,0.5848072146278527,0.28172396015413886,0.513095238095238,0.5027173913043479,0.5,0.5054347826086957
breadth+futures_core+futures_smallcap+interaction_consensus+rates_credit,breadth|futures_core|futures_smallcap|interaction_consensus|rates_credit,5,82,824,2017-07-18,2020-10-26,0.4821123321123322,0.531898656898657,-0.04978632478632483,0.4799521105661027,0.025455066143301022,0.5925468258515327,0.2782412616892422,0.5091575091575091,0.49725274725274726,0.5,0.4945054945054945
futures_smallcap,futures_smallcap,1,29,824,2017-07-18,2020-10-26,0.4808302808302808,0.531898656898657,-0.05106837606837622,0.4850375611016511,0.05858555751466118,0.5764790917218456,0.275254013990444,0.4946886446886447,0.49397143673677457,0.4013377926421405,0.5866050808314087
futures_core+futures_smallcap+technical_dynamics+volatility_options_short,futures_core|futures_smallcap|technical_dynamics|volatility_options_short,4,66,824,2017-07-18,2020-10-26,0.47948717948717945,0.531898656898657,-0.05241147741147756,0.4706482811057175,0.08332811005321059,0.5522938678976914,0.2781099905294068,0.5201465201465202,0.5191211798456001,0.4232081911262799,0.6150341685649203
breadth+calendar+futures_smallcap+rates_credit+volatility_options_core,breadth|calendar|futures_smallcap|rates_credit|volatility_options_core,5,83,786,2017-07-18,2020-10-26,0.48006316620607975,0.5336557441768653,-0.05359257797078559,0.4834890889368699,0.03529800683347164,0.5821672805902105,0.2761211775193165,0.5081589682853007,0.48939247830279653,0.5081967213114754,0.47058823529411764
equity_rotation+futures_core+futures_smallcap+trend_direction+volatility_options_core,equity_rotation|futures_core|futures_smallcap|trend_direction|volatility_options_core,5,81,786,2017-07-18,2020-10-26,0.4797999736807475,0.5336557441768653,-0.05385577049611784,0.47743824737579726,0.03641003371033267,0.5616875984949983,0.2750473363072564,0.5061685748124753,0.5060075352958224,0.41924398625429554,0.5927710843373494
equity_rotation+futures_smallcap+interaction_consensus+technical_dynamics,equity_rotation|futures_smallcap|interaction_consensus|technical_dynamics,4,72,824,2017-07-18,2020-10-26,0.4776251526251526,0.531898656898657,-0.054273504273504414,0.47593053825930537,0.023161758081497445,0.5544074223589114,0.28524554240627564,0.4978937728937729,0.49731481481481477,0.4066666666666667,0.5879629629629629
equity_rotation+futures_smallcap+rates_credit,equity_rotation|futures_smallcap|rates_credit,3,55,824,2017-07-18,2020-10-26,0.46926129426129426,0.531898656898657,-0.06263736263736275,0.479052387870881,0.03945449548361551,0.5629446363788534,0.287667771014149,0.5242673992673993,0.5136466794075489,0.510989010989011,0.5163043478260869
breadth+futures_core+futures_smallcap+technical_dynamics+volatility_options_short,breadth|futures_core|futures_smallcap|technical_dynamics|volatility_options_short,5,81,824,2017-07-18,2020-10-26,0.4625152625152625,0.531898656898657,-0.06938339438339453,0.4622789962809532,0.06196820153485495,0.531704179067826,0.2786970126408502,0.49093406593406597,0.4908745391661282,0.4227129337539432,0.5590361445783133
futures_core+futures_smallcap+rates_credit,futures_core|futures_smallcap|rates_credit,3,55,824,2017-07-18,2020-10-26,0.45985958485958484,0.531898656898657,-0.07203907203907217,0.4768392973627807,0.02660180397259867,0.5666053857986931,0.29064616641304525,0.48305860805860806,0.4727078477078477,0.32575757575757575,0.6196581196581197
equity_rotation+futures_core+futures_smallcap,equity_rotation|futures_core|futures_smallcap,3,49,824,2017-07-18,2020-10-26,0.45534188034188033,0.531898656898657,-0.07655677655677667,0.47252744809007047,0.02284303680508582,0.5406304747190533,0.2873743520822707,0.49734432234432235,0.4971726111410506,0.43260188087774293,0.5617433414043583
