trade_date,actual_log_return,sarimax_prediction,is_out_of_sample,data_split,forecast_mode,oof_fold
1997-02-28,-0.0029565410321113718,0.000774917561779813,True,train,one_step_walk_forward,1
1997-03-03,0.00668898815079671,0.0007841277802952957,True,train,one_step_walk_forward,1
1997-03-04,-0.00550532259535529,0.0008000791849567907,True,train,one_step_walk_forward,1
1997-03-05,0.01681369032422824,0.0007749159786273852,True,train,one_step_walk_forward,1
1997-03-06,-0.005833187840784164,0.0007841246139904377,True,train,one_step_walk_forward,1
1997-03-07,0.008930364145468496,0.0008000760186519327,True,train,one_step_walk_forward,1
1997-03-10,0.010382711998138212,0.0008160329643469267,True,train,one_step_walk_forward,1
1997-03-11,-0.005370170174593862,0.0008246263205581499,True,train,one_step_walk_forward,1
1997-03-12,-0.008885513357208342,0.0008154168936188814,True,train,one_step_walk_forward,1
1997-03-13,-0.015643651053083164,0.0007994615310763157,True,train,one_step_walk_forward,1
1997-03-14,0.00511107855318986,0.0007577213504427968,True,train,one_step_walk_forward,1
1997-03-17,0.002741337138714735,0.0007245840249350724,True,train,one_step_walk_forward,1
1997-03-18,-0.010813041559195796,0.0007503609272638803,True,train,one_step_walk_forward,1
1997-03-19,-0.0033660065440709354,0.0007503609272638803,True,train,one_step_walk_forward,1
1997-03-20,-0.0051700254351085126,0.0007742888258323371,True,train,one_step_walk_forward,1
1997-03-21,0.0007971303730182785,0.0007755201757122135,True,train,one_step_walk_forward,1
1997-03-24,0.013847896858793535,0.0008012986611934509,True,train,one_step_walk_forward,1
1997-03-25,-0.009871748479154117,0.0008105088797089328,True,train,one_step_walk_forward,1
1997-03-26,0.004355580039655047,0.0008111225757083352,True,train,one_step_walk_forward,1
1997-03-27,-0.026828435891713628,0.0007792126421994167,True,train,one_step_walk_forward,1
1997-03-31,-0.021329766806334298,0.000745450538625288,True,train,one_step_walk_forward,1
1997-04-01,0.006405642318403955,0.0007123108383889215,True,train,one_step_walk_forward,1
1997-04-02,-0.01808217198023965,0.000711696350813303,True,train,one_step_walk_forward,1
1997-04-03,0.005438206249144007,0.0007448360510496712,True,train,one_step_walk_forward,1
1997-04-04,0.012437971292217053,0.0007607906220160243,True,train,one_step_walk_forward,1
1997-04-07,0.003906656556959385,0.0007515772371956841,True,train,one_step_walk_forward,1
1997-04-08,0.007156762987295948,0.0007767428182537325,True,train,one_step_walk_forward,1
1997-04-09,-0.008183351723384302,0.0007442176055929822,True,train,one_step_walk_forward,1
1997-04-10,-0.0037044701758888834,0.0007442176055929822,True,train,one_step_walk_forward,1
1997-04-11,-0.03226762242359646,0.0007614027348629973,True,train,one_step_walk_forward,1
1997-04-14,0.013326479613178161,0.0007454442060155727,True,train,one_step_walk_forward,1
1997-04-15,0.016877158589567037,0.0007540367706505807,True,train,one_step_walk_forward,1
1997-04-16,0.011503824481484713,0.000786566732768618,True,train,one_step_walk_forward,1
1997-04-17,-0.004093333590999852,0.000795773784979241,True,train,one_step_walk_forward,1
1997-04-18,0.004909993497555785,0.0007951608805560537,True,train,one_step_walk_forward,1
1997-04-21,-0.006552029991300154,0.0008190919454293675,True,train,one_step_walk_forward,1
1997-04-22,0.021742195485275298,0.0008276821353357317,True,train,one_step_walk_forward,1
1997-04-23,0.0010045204260054903,0.0008197080161574128,True,train,one_step_walk_forward,1
1997-04-24,-0.005032723254610195,0.0007951585058274108,True,train,one_step_walk_forward,1
1997-04-25,-0.011570209251975303,0.0007877949163436363,True,train,one_step_walk_forward,1
1997-04-28,0.009752210569248417,0.0008123396772163536,True,train,one_step_walk_forward,1
1997-04-29,0.031053450620395252,0.0008117251896407366,True,train,one_step_walk_forward,1
1997-04-30,0.004693008222259751,0.0008184814157348231,True,train,one_step_walk_forward,1
1997-05-01,-0.0011711888904629838,0.0008264618675228564,True,train,one_step_walk_forward,1
1997-05-02,0.017809220211182353,0.0008510097947004298,True,train,one_step_walk_forward,1
1997-05-05,0.023512649350723825,0.0008589870801836077,True,train,one_step_walk_forward,1
1997-05-06,-0.0007499062968603498,0.0008688125778509208,True,train,one_step_walk_forward,1
1997-05-07,-0.02199557769211046,0.0008614521546720043,True,train,one_step_walk_forward,1
1997-05-08,0.00687813181619783,0.0008203304194951751,True,train,one_step_walk_forward,1
1997-05-09,0.006831146108835329,0.0008289261504350394,True,train,one_step_walk_forward,1
1997-05-12,0.0165045006714632,0.0008264658254039288,True,train,one_step_walk_forward,1
1997-05-13,-0.004100658122687612,0.0008430364670983272,True,train,one_step_walk_forward,1
1997-05-14,0.001866020321271262,0.0008276948005551631,True,train,one_step_walk_forward,1
1997-05-15,0.00668898815079671,0.0008270811045557607,True,train,one_step_walk_forward,1
1997-05-16,-0.01379846617848817,0.0008191054022250123,True,train,one_step_walk_forward,1
1997-05-19,0.002999627296028707,0.0008111265335894076,True,train,one_step_walk_forward,1
1997-05-20,0.011909333166486638,0.0008025331773781862,True,train,one_step_walk_forward,1
1997-05-21,-0.002222223136717667,0.0007933253335913463,True,train,one_step_walk_forward,1
1997-05-22,-0.0033426214966898373,0.0007669284026534206,True,train,one_step_walk_forward,1
1997-05-23,0.009257611015891686,0.000766926819500992,True,train,one_step_walk_forward,1
1997-05-27,0.00404635461047116,0.0007828813904673443,True,train,one_step_walk_forward,1
1997-05-28,-0.00018357044567385677,0.000774900938679311,True,train,one_step_walk_forward,1
